id_drug_i,id_drug_j,name_i,name_j,description,severity
DB00388,DB01151,Phenylephrine,Desipramine,The tricyclic increases the sympathomimetic effect,
DB00388,DB01242,Phenylephrine,Clomipramine,The tricyclic increases the sympathomimetic effect,
DB00388,DB01367,Phenylephrine,Rasagiline,Increased arterial pressure,
DB00390,DB00404,Digoxin,Alprazolam,The benzodiazepine increases the effect of digoxin,
DB00390,DB00421,Digoxin,Spironolactone,Increased digoxin levels and decreased effect in presence of spironolactone,Minor
DB00390,DB00451,Digoxin,Levothyroxine,The thyroid hormones decreases the effect of digoxin,Moderate
DB00390,DB00457,Digoxin,Prazosin,Prazosin increases the effect of digoxin,
DB00390,DB00503,Digoxin,Ritonavir,Ritonavir increases levels/effect of digoxin,
DB00390,DB00524,Digoxin,Metolazone,Possible electrolyte variations and arrhythmias,
DB00390,DB00531,Digoxin,Cyclophosphamide,The antineoplasic agent decreases the effect of digoxin,
DB00390,DB00541,Digoxin,Vincristine,The antineoplasic agent decreases the effect of digoxin,
DB00390,DB00563,Digoxin,Methotrexate,The antineoplasic agent decreases the effect of digoxin,
DB00390,DB00618,Digoxin,Demeclocycline,The tetracycline increases the effect of digoxin in 10% of patients,
DB00390,DB00661,Digoxin,Verapamil,Verapamil increases the effect of digoxin,Moderate
DB00390,DB00695,Digoxin,Furosemide,Possible electrolyte variations and arrhythmias,Moderate
DB00390,DB00759,Digoxin,Tetracycline,The tetracycline increases the effect of digoxin in 10% of patients,
DB00390,DB00763,Digoxin,Methimazole,The antithyroid agent increases the effect of digoxin,
DB00390,DB00795,Digoxin,Sulfasalazine,Sulfasalazine decreases the effect of digoxin,
DB00390,DB00808,Digoxin,Indapamide,Possible electrolyte variations and arrhythmias,
DB00390,DB00829,Digoxin,Diazepam,The benzodiazepine increases the effect of digoxin,Moderate
DB00390,DB00880,Digoxin,Chlorothiazide,Possible electrolyte variations and arrhythmias,
DB00390,DB00887,Digoxin,Bumetanide,Possible electrolyte variations and arrhythmias,
DB00390,DB00966,Digoxin,Telmisartan,Telmisartan increases the effect of digoxin,
DB00390,DB00987,Digoxin,Cytarabine,The antineoplasic agent decreases the effect of digoxin,
DB00390,DB00997,Digoxin,Doxorubicin,The antineoplasic agent decreases the effect of digoxin,
DB00390,DB00999,Digoxin,Hydrochlorothiazide,Possible electrolyte variations and arrhythmias,Moderate
DB00390,DB01017,Digoxin,Minocycline,The tetracycline increases the effect of digoxin in 10% of patients,
DB00390,DB01118,Digoxin,Amiodarone,Amiodarone increases the effect of digoxin,Major
DB00390,DB01129,Digoxin,Rabeprazole,Rabeprazole increases the effect of digoxin,
DB00390,DB01136,Digoxin,Carvedilol,Carvedilol increases levels/effect of digoxin,Moderate
DB00390,DB01167,Digoxin,Itraconazole,Itraconazole increases the effect of digoxin,
DB00390,DB01182,Digoxin,Propafenone,Propafenone increases the effect of digoxin,
DB00390,DB01211,Digoxin,Clarithromycin,The macrolide increases the effect of digoxin in 10% of patients,
DB00390,DB01432,Digoxin,Cholestyramine,The resin decreases the effect of digoxin,
DB00390,DB01611,Digoxin,Hydroxychloroquine,Hydroxychloroquine increases the effect of digoxin,
DB00400,DB00474,Griseofulvin,Methohexital,The barbiturate decreases the effect of griseofulvin,
DB00400,DB00603,Griseofulvin,Medroxyprogesterone acetate,The enzyme inducer decreases the effect of the hormones,
DB00400,DB00717,Griseofulvin,Norethisterone,This product may cause a slight decrease of contraceptive effect,
DB00400,DB00945,Griseofulvin,Acetylsalicylic acid,Anticipate decrease of ASA efficiency in presence of griseofulvin,
DB00400,DB00977,Griseofulvin,Ethinylestradiol,This product may cause a slight decrease of contraceptive effect,
DB00404,DB00501,Alprazolam,Cimetidine,Increases the effect of the benzodiazepine,
DB00404,DB00503,Alprazolam,Ritonavir,The protease inhibitor increases the effect of the benzodiazepine,
DB00404,DB00564,Alprazolam,Carbamazepine,Reduces the effect of the benzodiazepine,
DB00404,DB00582,Alprazolam,Voriconazole,The imidazole increases the effect of the benzodiazepine,
DB00404,DB00625,Alprazolam,Efavirenz,The antiviral agent increases the effect and toxicity of benzodiazepine,
DB00404,DB00673,Alprazolam,Aprepitant,Increases the effect and toxicity of benzodiazepine,
DB00404,DB01026,Alprazolam,Ketoconazole,The imidazole increases the effect of the benzodiazepine,
DB00404,DB01167,Alprazolam,Itraconazole,The imidazole increase the effect of the benzodiazepine,
DB00404,DB01211,Alprazolam,Clarithromycin,The macrolide increases the effect of the benzodiazepine,
DB00404,DB01320,Alprazolam,Fosphenytoin,"Possible increased levels of the hydantoin, decrease of benzodiazepine",
DB00413,DB00501,Pramipexole,Cimetidine,Cimetidine increases the effect and toxicity of pramipexole,
DB00415,DB00563,Ampicillin,Methotrexate,The penicillin increases the effect and toxicity of methotrexate,
DB00415,DB00618,Ampicillin,Demeclocycline,Possible antagonism of action,
DB00415,DB00682,Ampicillin,Warfarin,The IV penicillin increases the anticoagulant effect,
DB00415,DB00759,Ampicillin,Tetracycline,Possible antagonism of action,
DB00415,DB00977,Ampicillin,Ethinylestradiol,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00415,DB01017,Ampicillin,Minocycline,Possible antagonism of action,
DB00417,DB00563,Phenoxymethylpenicillin,Methotrexate,The penicillin increases the effect and toxicity of methotrexate,
DB00417,DB00618,Phenoxymethylpenicillin,Demeclocycline,Possible antagonism of action,
DB00417,DB00977,Phenoxymethylpenicillin,Ethinylestradiol,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00417,DB01017,Phenoxymethylpenicillin,Minocycline,Possible antagonism of action,
DB00421,DB00492,Spironolactone,Fosinopril,Increased risk of hyperkaliemia,
DB00421,DB00542,Spironolactone,Benazepril,Increased risk of hyperkaliemia,
DB00421,DB00584,Spironolactone,Enalapril,Increased risk of hyperkaliemia,
DB00421,DB00678,Spironolactone,Losartan,Increased risk of hyperkaliemia,
DB00421,DB00700,Spironolactone,Eplerenone,This association presents an increased risk of hyperkaliemia,
DB00421,DB00722,Spironolactone,Lisinopril,Increased risk of hyperkaliemia,
DB00421,DB00796,Spironolactone,Candesartan cilexetil,Increased risk of hyperkaliemia,
DB00421,DB00881,Spironolactone,Quinapril,Increased risk of hyperkaliemia,
DB00421,DB00966,Spironolactone,Telmisartan,Increased risk of hyperkaliemia,
DB00421,DB01029,Spironolactone,Irbesartan,Increased risk of hyperkaliemia,
DB00421,DB01197,Spironolactone,Captopril,Increased risk of hyperkaliemia,
DB00421,DB01344,Spironolactone,Tolevamer,Risk of alkalosis in renal impairment,
DB00421,DB01432,Spironolactone,Cholestyramine,Increased risk of acidosis and hyperkaliemia,
DB00422,DB00564,Methylphenidate,Carbamazepine,Carbamazepine could reduce the effect of methylphendiate,None
DB00422,DB00780,Methylphenidate,Phenelzine,Possible hypertensive crisis with this combination,
DB00422,DB01367,Methylphenidate,Rasagiline,Possible hypertensive crisis with this combination,
DB00424,DB00502,Hyoscyamine,Haloperidol,The anticholinergic increases the risk of psychosis and tardive dyskinesia,
DB00424,DB00843,Hyoscyamine,Donepezil,Possible antagonism of action,
DB00427,DB00433,Triprolidine,Prochlorperazine,"The antihistamine, Triprolidine, may increase the arrhythmogenic effect of the phenothiazine, Prochlorperazine. Monitor for symptoms of ventricular arrhythmias.",
DB00427,DB00557,Triprolidine,Hydroxyzine,"Triprolidine and Hydroxyzine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00427,DB01114,Triprolidine,Chlorpheniramine,"Triprolidine and Chlorpheniramine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00433,DB00662,Prochlorperazine,Trimethobenzamide,"Trimethobenzamide and Prochlorperazine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00433,DB00843,Prochlorperazine,Donepezil,Possible antagonism of action,
DB00433,DB00989,Prochlorperazine,Rivastigmine,Possible antagonism of action,
DB00433,DB01137,Prochlorperazine,Levofloxacin,Increased risk of cardiotoxicity and arrhythmias,
DB00433,DB01200,Prochlorperazine,Bromocriptine,The phenothiazine decreases the effect of bromocriptine,
DB00433,DB01576,Prochlorperazine,Dextroamphetamine,"Decreased anorexic effect, may increase pyschotic symptoms",
DB00434,DB00472,Cyproheptadine,Fluoxetine,Possible antagonism of action,
DB00437,DB00682,Allopurinol,Warfarin,Allopurinol increases the anticoagulant effect,Moderate
DB00437,DB00993,Allopurinol,Azathioprine,Allopurinol increases the effect of thiopurine,
DB00437,DB01033,Allopurinol,Mercaptopurine,Allopurinol increases the effect of thiopurine,
DB00438,DB00479,Ceftazidime,Amikacin,Increased risk of nephrotoxicity,
DB00438,DB00684,Ceftazidime,Tobramycin,Increased risk of nephrotoxicity,
DB00438,DB00798,Ceftazidime,Gentamicin,Increased risk of nephrotoxicity,
DB00438,DB00994,Ceftazidime,Neomycin,Increased risk of nephrotoxicity,
DB00440,DB00563,Trimethoprim,Methotrexate,Trimethoprim may increase the adverse/toxic effects of Methotrexate (e.g. bone marrow suppression). Concomitant use should be avoided or closely monitored for Methotrexate toxicity.,
DB00440,DB00650,Trimethoprim,Leucovorin,"The efficacy of Trimethoprim may be reduced by Leucovorin (folinic acid). The antibiotic, Trimethoprim, acts by blocking bacterial folic acid metabolism. Leucovorin may reduce the efficacy of Trimethoprim by providing an alternate source of folic acid. The therapeutic effect of Trimethoprim should be closely monitored.",
DB00440,DB01035,Trimethoprim,Procainamide,"Trimethoprim may reduce the clearance of Procainamide. Alternative treatments should be considered. If Trimethoprim is initiated or the dose is increased, monitor for increased toxicity of Procainamide (e.g. QTc intervals, EKG, serum drug concentrations). If Trimethoprim is discontinued or the dose decreased, monitor for reduced effects of Procainamide.",
DB00440,DB01045,Trimethoprim,Rifampicin,Rifampin decreases the effect of trimethoprim,
DB00440,DB01320,Trimethoprim,Fosphenytoin,Trimethoprim increases the effect of hydantoin,
DB00441,DB00682,Gemcitabine,Warfarin,The agent increases the effect of anticoagulant,
DB00441,DB01229,Gemcitabine,Paclitaxel,Paclitaxel increases the effect/toxicity of gemcitabine,
DB00443,DB00545,Betamethasone,Pyridostigmine,The corticosteroid decreases the effect of anticholinesterases,
DB00443,DB00682,Betamethasone,Warfarin,The corticosteroid alters the anticoagulant effect,
DB00443,DB00794,Betamethasone,Primidone,The barbiturate decreases the effect of the corticosteroid,
DB00443,DB00945,Betamethasone,Acetylsalicylic acid,The corticosteroid decreases the effect of salicylates,
DB00443,DB01010,Betamethasone,Edrophonium,The corticosteroid decreases the effect of anticholinesterases,
DB00443,DB01402,Betamethasone,Bismuth subsalicylate,The corticosteroid decreases the effect of salicylates,
DB00448,DB01026,Lansoprazole,Ketoconazole,The proton pump inhibitor decreases the absorption of imidazole,
DB00448,DB01072,Lansoprazole,Atazanavir,This gastric pH modifier decreases the levels/effects of atazanavir,
DB00448,DB01167,Lansoprazole,Itraconazole,The proton pump inhibitor decreases the absorption of imidazole,
DB00451,DB00481,Levothyroxine,Raloxifene,Raloxifene decreases absorption of levothyroxine,
DB00451,DB00682,Levothyroxine,Warfarin,Thyroid hormones increase the anticoagulant effect,Moderate
DB00451,DB00893,Levothyroxine,Iron Dextran,Iron decreases the absorption of levothyroxine,
DB00451,DB01373,Levothyroxine,Calcium,Calcium decreases absorption of levothyroxine,
DB00451,DB01432,Levothyroxine,Cholestyramine,The resin decreases the absorption of thyroid hormones,
DB00451,DB01592,Levothyroxine,Iron,Iron decreases absorption of levothyroxine,Moderate
DB00454,DB00477,Meperidine,Chlorpromazine,Increased sedation and hypotension,
DB00454,DB00501,Meperidine,Cimetidine,Cimetidine increases the effect of the narcotic,
DB00454,DB00503,Meperidine,Ritonavir,Ritonavir increases the levels of analgesic,
DB00454,DB00704,Meperidine,Naltrexone,Naltrexone may precipitate a withdrawal syndrome in opioid-dependent individual,
DB00454,DB00843,Meperidine,Donepezil,Possible antagonism of action,
DB00454,DB00989,Meperidine,Rivastigmine,Possible antagonism of action,
DB00455,DB00662,Loratadine,Trimethobenzamide,"Trimethobenzamide and Loratadine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00457,DB00489,Prazosin,Sotalol,Risk of hypotension at the beginning of therapy,
DB00457,DB00571,Prazosin,Propranolol,Risk of hypotension at the beginning of therapy,
DB00457,DB00598,Prazosin,Labetalol,Risk of hypotension at the beginning of therapy,
DB00457,DB00612,Prazosin,Bisoprolol,Risk of hypotension at the beginning of therapy,
DB00457,DB00661,Prazosin,Verapamil,Risk of hypotension at the beginning of therapy,
DB00457,DB00820,Prazosin,Tadalafil,Risk of significant hypotension with this association,
DB00457,DB01136,Prazosin,Carvedilol,Risk of hypotension at the beginning of therapy,
DB00457,DB01203,Prazosin,Nadolol,Risk of hypotension at the beginning of therapy,
DB00458,DB00472,Imipramine,Fluoxetine,Fluoxetine increases the effect and toxicity of tricyclics,Major
DB00458,DB00476,Imipramine,Duloxetine,Possible increase in the levels of this agent when used with duloxetine,
DB00458,DB00564,Imipramine,Carbamazepine,The tricyclic increases the effect of carbamazepine,Moderate
DB00458,DB00575,Imipramine,Clonidine,The tricyclic decreases the effect of clonidine,
DB00458,DB00662,Imipramine,Trimethobenzamide,"Trimethobenzamide and Imipramine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00458,DB00668,Imipramine,Epinephrine,The tricyclic increases the sympathomimetic effect,
DB00458,DB00841,Imipramine,Dobutamine,The tricyclic increases the sympathomimetic effect,
DB00458,DB00843,Imipramine,Donepezil,Possible antagonism of action,
DB00458,DB00852,Imipramine,Pseudoephedrine,The tricyclic increases the sympathomimetic effect,
DB00458,DB00857,Imipramine,Terbinafine,Terbinafine increases the effect and toxicity of the tricyclic,
DB00458,DB00988,Imipramine,Dopamine,The tricyclic increases the sympathomimetic effect,
DB00458,DB01001,Imipramine,Salbutamol,The tricyclic increases the sympathomimetic effect,Moderate
DB00458,DB01364,Imipramine,Ephedrine,The tricyclic increases the sympathomimetic effect,
DB00459,DB00563,Acitretin,Methotrexate,Acitretin/etretinate increases the effect and toxicity of methotrexate,
DB00459,DB01017,Acitretin,Minocycline,Increased risk of intracranial hypertension,
DB00461,DB00563,Nabumetone,Methotrexate,The NSAID increases the effect and toxicity of methotrexate,
DB00461,DB00630,Nabumetone,Alendronic acid,Increased risk of gastric toxicity,
DB00461,DB00682,Nabumetone,Warfarin,The NSAID increases the anticoagulant effect,
DB00465,DB00563,Ketorolac,Methotrexate,The NSAID increases the effect and toxicity of methotrexate,
DB00465,DB00630,Ketorolac,Alendronic acid,Increased risk of gasrtic toxicity,
DB00465,DB00682,Ketorolac,Warfarin,The NSAID increases the anticoagulant effect,
DB00465,DB00945,Ketorolac,Acetylsalicylic acid,ASA increases toxicity of ketorolac,
DB00465,DB01032,Ketorolac,Probenecid,Probenecid increases toxicity of ketorolac,
DB00465,DB01356,Ketorolac,Lithium cation,The NSAID increases serum levels of lithium,
DB00468,DB00682,Quinine,Warfarin,Quinine/quinidine increases the anticoagulant effect,
DB00470,DB00662,Dronabinol,Trimethobenzamide,"Anticholinergics, such as Trimethobenzamide, may increase the tachycardic effect of cannabinoids such as Marinol. Close monitoring of cardiovascular effects is recommended.",
DB00472,DB00497,Fluoxetine,Oxycodone,Increased risk of serotonin syndrome,
DB00472,DB00503,Fluoxetine,Ritonavir,Increased risk of serotonin syndrome,
DB00472,DB00514,Fluoxetine,Dextromethorphan,Combination associated with possible serotoninergic syndrome,
